병원종류,병원이름,전화번호,병원주소,월,화,수,목,금,토,일,영업시간,쉬는시간,접수마감,정기휴무
비뇨의학과,박규욱비뇨기과의원,051-552-2824,부산 동래구 충렬대로 248,"09:00 - 17:30
12:50 - 14:00 휴게시간",,"09:00 - 17:30
12:50 - 14:00 휴게시간","09:00 - 17:30
12:50 - 14:00 휴게시간","09:00 - 17:30
12:50 - 14:00 휴게시간",09:00 - 12:00,정기휴무 (매주 일요일),"09:00 - 17:30

09:00 - 17:30
09:00 - 17:30
09:00 - 17:30
09:00 - 12:00
정기휴무 (매주 일요일)",12:50 - 14:00 ,,매주 일요일
피부과,박성배피부과의원,051-554-2100,부산 동래구 충렬대로 249-1,"09:30 - 18:00
12:30 - 14:00 휴게시간",,"09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간","09:30 - 18:00
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
정신건강의학과,이현정정신건강의학과의원,051-555-8772,부산 동래구 충렬대로 248,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 13:00,"09:30 - 18:00
13:00 - 14:00 휴게시간",09:30 - 12:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 13:00
09:30 - 18:00
09:30 - 12:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
치과,뷰티플란트치과의원,051-791-1151,부산 동래구 아시아드대로 142 사직빌딩 5층 뷰티플란트치과의원,"09:30 - 18:30
13:00 - 14:00 휴게시간",,"09:30 - 20:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간","09:30 - 18:30
13:00 - 14:00 휴게시간",09:30 - 14:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 20:30
09:30 - 18:30
09:30 - 18:30
09:30 - 14:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
"병원,의원",새힘병원,0507-1333-2817,부산 동래구 아시아드대로 261,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간","09:00 - 18:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
치과,복있는치과의원,051-552-2080,부산 동래구 중앙대로1381번길 17,"09:30 - 18:00
13:00 - 14:00 휴게시간",,"09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간","09:30 - 18:00
13:00 - 14:00 휴게시간",10:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:00

09:30 - 18:00
09:30 - 18:00
09:30 - 18:00
10:30 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
내과,이주홍내과의원,051-526-6030,부산 동래구 명장로20번길 32,"09:00 - 18:00
12:30 - 14:00 휴게시간
17:50 접수마감",,"09:00 - 18:00
12:30 - 14:00 휴게시간
17:50 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
17:50 접수마감","09:00 - 18:00
12:30 - 14:00 휴게시간
17:50 접수마감","09:00 - 13:00
12:50 접수마감",정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
09:00 - 18:00
09:00 - 18:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,12:50,매주 일요일
치과,육육치과의원,051-556-6607,부산 동래구 중앙대로 1523 SK허브스카이 2층,09:30 - 18:30,,09:30 - 18:30,09:30 - 18:30,09:30 - 18:30,09:30 - 13:00,정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 18:30
09:30 - 18:30
09:30 - 13:00
정기휴무 (매주 일요일)",,,매주 일요일
재활의학과,새하하재활의학과의원,0507-1433-7585,부산 동래구 충렬대로 417,"09:00 - 18:30
13:00 - 14:00 휴게시간",,"09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간","09:00 - 18:30
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:30

09:00 - 18:30
09:00 - 18:30
09:00 - 18:30
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
가정의학과,이종환가정의학과의원,051-525-9474,부산 동래구 명서로 154,"09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간","09:00 - 19:00
13:00 - 14:00 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 19:00
09:00 - 13:00
정기휴무 (매주 일요일)",13:00 - 14:00 ,,매주 일요일
한의원,이승하한의원,0507-1351-5578,부산 동래구 사직북로19번길 18 Lshouse 이승하 한의원 8층,"09:00 - 18:00
12:30 - 14:00 휴게시간",,"09:00 - 18:00
12:30 - 14:00 휴게시간",14:00 - 18:00,"09:00 - 18:00
12:30 - 14:00 휴게시간",09:30 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 18:00
14:00 - 18:00
09:00 - 18:00
09:30 - 13:00
정기휴무 (매주 일요일)",12:30 - 14:00 ,,매주 일요일
치과,연세바른치과의원,051-557-2875,부산 동래구 온천장로 1 2층,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",,"09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:30 - 20:30
12:30 - 14:00 휴게시간
20:00 접수마감","09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감","09:00 - 13:30
13:00 접수마감",정기휴무 (매주 일요일),"09:30 - 18:30

09:30 - 18:30
09:30 - 20:30
09:30 - 18:30
09:00 - 13:30
정기휴무 (매주 일요일)",12:30 - 14:00 ,13:00,매주 일요일
정형외과,나르샤병원,0507-1368-7878,부산 동래구 중앙대로1493번길 6 나르샤병원,"09:00 - 18:00
12:30 - 13:30 휴게시간",,"09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간","09:00 - 17:00
12:30 - 13:30 휴게시간",09:00 - 13:00,정기휴무 (매주 일요일),"09:00 - 18:00

09:00 - 17:00
09:00 - 17:00
09:00 - 17:00
09:00 - 13:00
정기휴무 (매주 일요일)",12:30 - 13:30 ,,매주 일요일
